time,noise level,WindSpeed at 80m,Wind Direction,power out,Rotor Speed,pitch angle
1/1/2022 0:35,44.16834708,5,197.6376938,124.3236,11.1146,-0.915
1/1/2022 0:36,44.44679067,4,197.6240773,120.7043,11.1118,-1.8326
1/1/2022 0:36,43.98666357,4,197.6390528,116.5327,11.1109,-2.106
1/1/2022 0:36,44.0226038,4,197.6342475,96.0884,11.0992,-2.106
1/1/2022 0:36,44.75142966,4,197.6192809,96.1805,11.1139,-2.106
1/1/2022 0:36,44.31342311,4,197.6394614,71.924,11.0893,-2.106
1/1/2022 0:36,44.08747893,4,197.623047,50.7156,11.1076,-1.9157
1/1/2022 0:37,43.91518987,5,197.6381646,53.0074,11.1151,-0.9114
1/1/2022 0:37,44.06019413,5,197.6355799,74.0043,11.1138,-0.907
1/1/2022 0:37,43.61126909,6,197.6361395,59.6458,11.1018,-0.907
1/1/2022 0:37,43.999762,5,197.6237842,104.9577,11.1339,-0.907
1/1/2022 0:37,43.90340147,5,197.6386443,115.6931,11.1001,-0.907
1/1/2022 0:37,44.29917066,5,197.6310144,127.9081,11.1226,-0.907
1/1/2022 0:38,44.62179893,5,197.6167139,141.952,11.152,-1.5377
1/1/2022 0:38,44.60499296,5,197.6401809,139.8172,11.164,-2.059
1/1/2022 0:38,44.44966938,5,197.6401809,82.4043,11.0559,-2.059
1/1/2022 0:38,44.5332399,5,197.6288027,74.0083,11.1094,-2.059
1/1/2022 0:38,44.20065836,4,197.6270351,92.999,11.1186,-2.059
1/1/2022 0:38,44.81709465,4,197.6314496,108.7925,11.122,-2.059
1/1/2022 0:39,44.44317022,4,197.6264933,105.2053,11.1089,-2.059
1/1/2022 0:39,44.26352201,4,197.6381646,78.7957,11.0955,-2.059
1/1/2022 0:39,44.01082829,4,197.6259248,65.7861,11.103,-2.016
1/1/2022 0:39,43.90433998,4,197.6380314,54.6579,11.1112,-0.8828
1/1/2022 0:39,43.84022221,4,197.5722759,45.9158,11.1053,-0.838
1/1/2022 0:39,43.93154452,4,197.533567,32.9192,11.1083,-0.838
1/1/2022 0:40,43.70235432,4,197.5046285,16.2247,11.1017,-0.838
1/1/2022 0:40,44.40055043,4,197.4544526,31.3645,11.1246,-0.838
1/1/2022 0:40,44.66877179,4,197.2562891,34.4456,11.1038,-0.838
1/1/2022 0:40,44.72560146,4,197.1773523,38.993,11.1156,-0.838
1/1/2022 0:40,49.44735652,4,197.1097404,13.0074,11.1068,-0.838
1/1/2022 0:40,50.08078477,4,197.1068093,14.1072,11.1186,-0.838
1/1/2022 0:41,48.08023493,4,197.1090032,17.533,11.111,-0.838
1/1/2022 0:41,46.29957282,4,197.1077153,23.2939,11.1204,-0.838
1/1/2022 0:41,45.94182013,4,197.1100957,22.0598,11.1069,-0.838
1/1/2022 0:41,45.2983617,4,197.1058767,15.4769,11.113,-0.838
1/1/2022 0:41,44.38452926,4,197.1118988,32.7114,11.12,-0.838
1/1/2022 0:41,45.65448471,4,197.1103533,43.8419,11.1145,-0.838
1/1/2022 0:42,43.75645152,4,197.1110106,28.5759,11.1071,-0.838
1/1/2022 0:42,43.80822423,5,197.1108418,24.0472,11.1127,-0.838
1/1/2022 0:42,43.8013234,4,197.1086124,37.6995,11.1226,-0.838
1/1/2022 0:42,43.94799085,5,197.109243,65.6218,11.1208,-0.838
1/1/2022 0:42,44.23879572,4,197.1033452,68.8071,11.1128,-0.838
1/1/2022 0:42,44.40929949,5,197.1086657,106.1559,11.1323,-0.838
1/1/2022 0:43,44.9223461,5,197.11181,124.7051,11.1082,-0.838
1/1/2022 0:43,45.11904459,5,197.1113126,137.597,11.1483,-0.838
1/1/2022 0:43,45.41726082,6,197.1114991,158.818,11.2602,-1.4267
1/1/2022 0:43,45.04592076,6,197.1077863,163.4632,11.3382,-2.073
1/1/2022 0:43,45.73265004,6,197.1091809,209.9985,11.6415,-2.073
1/1/2022 0:43,45.86008096,6,197.1108241,227.6867,11.9195,-2.073
1/1/2022 0:44,46.1382519,5,197.102679,222.9416,12.0956,-2.073
1/1/2022 0:44,45.97092914,6,197.1062941,188.591,12.0791,-2.073
1/1/2022 0:44,46.21841226,6,197.1005651,184.0029,12.0979,-2.073
1/1/2022 0:44,45.93599676,6,197.1047042,171.945,12.0281,-2.073
1/1/2022 0:44,46.17292445,6,197.1073156,169.1107,11.955,-2.073
1/1/2022 0:44,45.78630684,6,197.1127959,180.9215,12.0225,-2.073
1/1/2022 0:45,46.08794438,6,197.1087101,230.0634,12.307,-2.073
1/1/2022 0:45,46.49990451,6,197.1099092,222.5365,12.5111,-2.073
1/1/2022 0:45,46.81219077,6,197.0996235,216.2562,12.7544,-2.073
1/1/2022 0:45,46.97346308,6,197.1082838,211.5224,12.8042,-2.073
1/1/2022 0:45,46.68418146,6,197.1017109,203.045,12.6892,-2.073
1/1/2022 0:45,46.84627985,6,197.109021,200.0195,12.626,-2.073
1/1/2022 0:46,47.35319892,6,197.1071024,201.8073,12.67,-2.073
1/1/2022 0:46,47.86082125,6,197.111961,210.4275,12.8523,-2.073
1/1/2022 0:46,47.78022574,5,197.1123696,215.5404,12.9307,-2.073
1/1/2022 0:46,47.3070131,7,197.1069425,211.6814,12.892,-2.073
1/1/2022 0:46,46.5515521,6,197.105548,199.042,12.641,-2.073
1/1/2022 0:46,46.26617924,6,197.1067827,187.9351,12.3701,-2.073
1/1/2022 0:47,46.25697319,5,197.1060987,189.0894,12.3706,-2.073
1/1/2022 0:47,46.58431832,5,197.1085858,196.5421,12.4785,-2.073
1/1/2022 0:47,46.52828933,5,197.1065073,197.5825,12.5525,-2.073
1/1/2022 0:47,46.24328747,5,197.1086657,195.87,12.5546,-2.073
1/1/2022 0:47,45.81506681,4,197.1108152,180.9068,12.2456,-2.073
