Turbine_ID,datetime,Active_Power,Wind_Speed_10m,Wind_Direction_50m,Wind_Speed_50m,Temperature,Relative_Humidity,Surface_Pressure,Precipitation
WTG06,2024-02-02 19:00:00,1306.1866666666667,4.84,54.5,6.84,26.69,88.21,101.08,0.03
WTG07,2024-02-02 19:00:00,1231.9146666666668,4.84,54.5,6.84,26.69,88.21,101.08,0.03
WTG08,2024-02-02 19:00:00,1298.0906666666667,4.84,54.5,6.84,26.69,88.21,101.08,0.03
WTG09,2024-02-02 19:00:00,1259.9253333333334,4.84,54.5,6.84,26.69,88.21,101.08,0.03
WTG10,2024-02-02 19:00:00,1324.352,4.84,54.5,6.84,26.69,88.21,101.08,0.03
WTG01,2024-02-02 20:00:00,1600.3626666666667,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG02,2024-02-02 20:00:00,1812.7466666666667,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG03,2024-02-02 20:00:00,,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG04,2024-02-02 20:00:00,1528.32,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG05,2024-02-02 20:00:00,1548.64,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG06,2024-02-02 20:00:00,1270.624,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG07,2024-02-02 20:00:00,1376.512,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG08,2024-02-02 20:00:00,1409.5466666666669,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG09,2024-02-02 20:00:00,1520.6506666666667,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG10,2024-02-02 20:00:00,1068.5226666666667,4.91,59.5,6.92,26.46,89.37,101.14,0.02
WTG01,2024-02-02 21:00:00,1549.76,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG02,2024-02-02 21:00:00,1854.5706666666665,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG03,2024-02-02 21:00:00,,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG04,2024-02-02 21:00:00,1749.9946666666667,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG05,2024-02-02 21:00:00,1327.5200000000002,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG06,2024-02-02 21:00:00,1348.5546666666667,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG07,2024-02-02 21:00:00,1398.9759999999999,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG08,2024-02-02 21:00:00,1270.7839999999999,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG09,2024-02-02 21:00:00,1400.8639999999998,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG10,2024-02-02 21:00:00,1486.9440000000002,4.88,64.9,6.91,26.24,90.35,101.14,0.02
WTG01,2024-02-02 22:00:00,1398.5706666666665,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG02,2024-02-02 22:00:00,1327.9573333333333,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG03,2024-02-02 22:00:00,,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG04,2024-02-02 22:00:00,1454.6346666666668,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG05,2024-02-02 22:00:00,1201.8453333333334,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG06,2024-02-02 22:00:00,1175.84,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG07,2024-02-02 22:00:00,1151.5306666666665,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG08,2024-02-02 22:00:00,897.8133333333334,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG09,2024-02-02 22:00:00,1052.7146666666667,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG10,2024-02-02 22:00:00,989.7386666666666,4.87,69.2,6.95,26.02,91.4,101.1,0.02
WTG01,2024-02-02 23:00:00,1062.048,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG02,2024-02-02 23:00:00,1097.6106666666667,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG03,2024-02-02 23:00:00,,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG04,2024-02-02 23:00:00,1113.7706666666666,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG05,2024-02-02 23:00:00,910.4746666666666,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG06,2024-02-02 23:00:00,933.8879999999999,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG07,2024-02-02 23:00:00,971.8293333333332,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG08,2024-02-02 23:00:00,924.352,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG09,2024-02-02 23:00:00,800.7573333333333,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG10,2024-02-02 23:00:00,917.7280000000001,4.9,71.7,7.01,25.9,92.0,101.04,0.03
WTG01,2024-02-03 00:00:00,896.3413333333333,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG02,2024-02-03 00:00:00,835.3173333333334,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG03,2024-02-03 00:00:00,,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG04,2024-02-03 00:00:00,884.5120000000001,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG05,2024-02-03 00:00:00,704.16,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG06,2024-02-03 00:00:00,793.5253333333334,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG07,2024-02-03 00:00:00,718.0799999999999,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG08,2024-02-03 00:00:00,617.1733333333333,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG09,2024-02-03 00:00:00,662.688,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG10,2024-02-03 00:00:00,677.5786666666667,4.99,72.8,7.08,25.87,92.1,100.97,0.02
WTG01,2024-02-03 01:00:00,648.064,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG02,2024-02-03 01:00:00,765.4933333333333,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG03,2024-02-03 01:00:00,,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG04,2024-02-03 01:00:00,833.696,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG05,2024-02-03 01:00:00,784.5226666666667,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG06,2024-02-03 01:00:00,746.2719999999999,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG07,2024-02-03 01:00:00,692.768,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG08,2024-02-03 01:00:00,692.6080000000001,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG09,2024-02-03 01:00:00,687.0933333333332,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG10,2024-02-03 01:00:00,598.1973333333334,4.96,73.4,7.06,25.82,92.18,100.91,0.06
WTG01,2024-02-03 02:00:00,744.32,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG02,2024-02-03 02:00:00,670.7520000000001,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG03,2024-02-03 02:00:00,,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG04,2024-02-03 02:00:00,598.9119999999999,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG05,2024-02-03 02:00:00,764.8533333333334,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG06,2024-02-03 02:00:00,928.3093333333333,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG07,2024-02-03 02:00:00,967.8186666666666,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG08,2024-02-03 02:00:00,817.6106666666666,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG09,2024-02-03 02:00:00,696.768,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG10,2024-02-03 02:00:00,632.3093333333333,4.85,73.7,6.94,25.75,92.26,100.9,0.04
WTG01,2024-02-03 03:00:00,683.7973333333333,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG02,2024-02-03 03:00:00,690.2933333333334,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG03,2024-02-03 03:00:00,,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG04,2024-02-03 03:00:00,735.3066666666667,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG05,2024-02-03 03:00:00,648.9920000000001,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG06,2024-02-03 03:00:00,594.8906666666667,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG07,2024-02-03 03:00:00,666.08,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG08,2024-02-03 03:00:00,639.5093333333333,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG09,2024-02-03 03:00:00,617.6746666666667,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG10,2024-02-03 03:00:00,605.3866666666667,4.71,74.0,6.79,25.68,92.28,100.92,0.06
WTG01,2024-02-03 04:00:00,705.0880000000001,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG02,2024-02-03 04:00:00,756.64,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG03,2024-02-03 04:00:00,,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG04,2024-02-03 04:00:00,734.3466666666667,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG05,2024-02-03 04:00:00,598.8053333333334,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG06,2024-02-03 04:00:00,581.8666666666667,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG07,2024-02-03 04:00:00,609.2266666666667,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG08,2024-02-03 04:00:00,593.5360000000001,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG09,2024-02-03 04:00:00,648.4053333333333,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG10,2024-02-03 04:00:00,628.192,4.59,74.2,6.66,25.6,92.28,100.97,0.02
WTG01,2024-02-03 05:00:00,746.6986666666667,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG02,2024-02-03 05:00:00,675.8506666666666,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG03,2024-02-03 05:00:00,,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG04,2024-02-03 05:00:00,584.9066666666666,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG05,2024-02-03 05:00:00,535.136,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG06,2024-02-03 05:00:00,520.992,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG07,2024-02-03 05:00:00,501.856,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG08,2024-02-03 05:00:00,528.256,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG09,2024-02-03 05:00:00,563.4773333333334,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG10,2024-02-03 05:00:00,605.4613333333333,4.48,73.9,6.52,25.51,92.41,101.04,0.01
WTG01,2024-02-03 06:00:00,442.5813333333333,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG02,2024-02-03 06:00:00,443.4986666666666,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG03,2024-02-03 06:00:00,,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG04,2024-02-03 06:00:00,424.5226666666667,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG05,2024-02-03 06:00:00,378.528,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG06,2024-02-03 06:00:00,408.68266666666665,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG07,2024-02-03 06:00:00,443.11466666666666,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG08,2024-02-03 06:00:00,438.208,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG09,2024-02-03 06:00:00,444.096,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG10,2024-02-03 06:00:00,420.55466666666666,4.77,71.9,6.15,26.25,89.49,101.12,0.0
WTG01,2024-02-03 07:00:00,256.88533333333334,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG02,2024-02-03 07:00:00,250.88,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG03,2024-02-03 07:00:00,,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG04,2024-02-03 07:00:00,255.12533333333332,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG05,2024-02-03 07:00:00,246.912,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG06,2024-02-03 07:00:00,249.9093333333333,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG07,2024-02-03 07:00:00,260.896,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG08,2024-02-03 07:00:00,249.24800000000002,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG09,2024-02-03 07:00:00,262.28266666666667,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG10,2024-02-03 07:00:00,277.76,5.14,67.7,6.02,27.22,84.82,101.21,0.0
WTG01,2024-02-03 08:00:00,265.41866666666664,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG02,2024-02-03 08:00:00,277.81333333333333,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG03,2024-02-03 08:00:00,,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG04,2024-02-03 08:00:00,277.0026666666667,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG05,2024-02-03 08:00:00,264.096,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG06,2024-02-03 08:00:00,224.36266666666666,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG07,2024-02-03 08:00:00,252.26666666666665,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG08,2024-02-03 08:00:00,324.29866666666663,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG09,2024-02-03 08:00:00,293.9413333333334,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG10,2024-02-03 08:00:00,230.09066666666664,5.24,62.4,6.0,27.97,80.72,101.26,0.0
WTG01,2024-02-03 09:00:00,481.21600000000007,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG02,2024-02-03 09:00:00,528.7573333333333,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG03,2024-02-03 09:00:00,,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG04,2024-02-03 09:00:00,441.4293333333333,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG05,2024-02-03 09:00:00,534.2293333333333,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG06,2024-02-03 09:00:00,435.46666666666664,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG07,2024-02-03 09:00:00,569.6426666666666,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG08,2024-02-03 09:00:00,495.76533333333333,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG09,2024-02-03 09:00:00,518.2186666666666,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG10,2024-02-03 09:00:00,492.9066666666667,5.13,56.2,5.81,28.56,78.16,101.26,0.0
WTG01,2024-02-03 10:00:00,706.112,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG02,2024-02-03 10:00:00,577.6213333333334,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG03,2024-02-03 10:00:00,,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG04,2024-02-03 10:00:00,695.0293333333333,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG05,2024-02-03 10:00:00,634.7306666666667,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG06,2024-02-03 10:00:00,726.2506666666667,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG07,2024-02-03 10:00:00,651.4986666666667,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG08,2024-02-03 10:00:00,671.0293333333333,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG09,2024-02-03 10:00:00,737.4933333333333,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG10,2024-02-03 10:00:00,721.1093333333333,5.03,50.9,5.69,29.05,75.77,101.21,0.0
WTG01,2024-02-03 11:00:00,595.4453333333333,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG02,2024-02-03 11:00:00,515.8506666666666,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG03,2024-02-03 11:00:00,,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG04,2024-02-03 11:00:00,493.9413333333334,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG05,2024-02-03 11:00:00,622.528,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG06,2024-02-03 11:00:00,625.1306666666667,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG07,2024-02-03 11:00:00,645.4826666666667,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG08,2024-02-03 11:00:00,620.5226666666666,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG09,2024-02-03 11:00:00,573.9093333333334,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG10,2024-02-03 11:00:00,596.1386666666666,4.99,46.9,5.63,29.39,73.95,101.1,0.0
WTG01,2024-02-03 12:00:00,513.7706666666667,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG02,2024-02-03 12:00:00,480.0106666666666,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG03,2024-02-03 12:00:00,-5.44,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG04,2024-02-03 12:00:00,467.8613333333333,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG05,2024-02-03 12:00:00,429.1306666666667,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG06,2024-02-03 12:00:00,422.2293333333334,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG07,2024-02-03 12:00:00,540.7786666666667,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG08,2024-02-03 12:00:00,445.68533333333335,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG09,2024-02-03 12:00:00,466.19733333333335,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG10,2024-02-03 12:00:00,467.4346666666667,5.08,44.4,5.75,29.55,72.36,101.0,0.0
WTG01,2024-02-03 13:00:00,753.0559999999999,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG02,2024-02-03 13:00:00,777.1946666666666,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG03,2024-02-03 13:00:00,-3.7546666666666666,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG04,2024-02-03 13:00:00,850.9333333333334,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG05,2024-02-03 13:00:00,811.9573333333334,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG06,2024-02-03 13:00:00,862.368,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG07,2024-02-03 13:00:00,913.8026666666666,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG08,2024-02-03 13:00:00,854.5813333333332,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG09,2024-02-03 13:00:00,865.2053333333333,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG10,2024-02-03 13:00:00,941.3759999999999,5.29,43.9,6.01,29.49,71.69,100.9,0.0
WTG01,2024-02-03 14:00:00,1699.5093333333334,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG02,2024-02-03 14:00:00,1457.8026666666665,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG03,2024-02-03 14:00:00,-2.8053333333333335,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG04,2024-02-03 14:00:00,1572.5439999999999,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG05,2024-02-03 14:00:00,1552.4693333333335,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG06,2024-02-03 14:00:00,1737.4826666666665,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG07,2024-02-03 14:00:00,1579.8933333333334,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG08,2024-02-03 14:00:00,1673.3013333333336,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG09,2024-02-03 14:00:00,1597.4613333333334,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG10,2024-02-03 14:00:00,1686.304,5.64,45.6,6.46,29.22,72.11,100.85,0.0
WTG01,2024-02-03 15:00:00,1885.088,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG02,2024-02-03 15:00:00,2291.68,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG03,2024-02-03 15:00:00,-2.1653333333333333,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG04,2024-02-03 15:00:00,1923.2106666666666,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG05,2024-02-03 15:00:00,2165.8773333333334,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG06,2024-02-03 15:00:00,1679.1573333333333,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG07,2024-02-03 15:00:00,2068.576,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG08,2024-02-03 15:00:00,1829.152,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG09,2024-02-03 15:00:00,1885.3973333333333,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG10,2024-02-03 15:00:00,1892.2879999999998,5.94,49.1,6.97,28.74,73.74,100.84,0.0
WTG01,2024-02-03 16:00:00,1868.0746666666666,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG02,2024-02-03 16:00:00,1976.4800000000002,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG03,2024-02-03 16:00:00,-2.090666666666667,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG04,2024-02-03 16:00:00,1566.9546666666665,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG05,2024-02-03 16:00:00,2115.0933333333337,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG06,2024-02-03 16:00:00,1684.2240000000002,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG07,2024-02-03 16:00:00,1729.109333333333,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG08,2024-02-03 16:00:00,1972.9493333333332,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG09,2024-02-03 16:00:00,2027.0933333333332,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG10,2024-02-03 16:00:00,1988.4373333333333,5.9,52.7,7.28,27.99,77.53,100.9,0.0
WTG01,2024-02-03 17:00:00,2169.813333333333,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG02,2024-02-03 17:00:00,1989.2693333333334,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG03,2024-02-03 17:00:00,-1.8666666666666665,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG04,2024-02-03 17:00:00,1980.576,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG05,2024-02-03 17:00:00,2022.1333333333334,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG06,2024-02-03 17:00:00,1953.3333333333333,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG07,2024-02-03 17:00:00,1799.0826666666665,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG08,2024-02-03 17:00:00,1799.7546666666667,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG09,2024-02-03 17:00:00,1829.0133333333333,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG10,2024-02-03 17:00:00,1654.848,5.51,55.8,7.57,26.86,83.24,100.97,0.0
WTG01,2024-02-03 18:00:00,1704.7146666666667,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG02,2024-02-03 18:00:00,1417.312,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG03,2024-02-03 18:00:00,-1.8986666666666665,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG04,2024-02-03 18:00:00,1625.9840000000002,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG05,2024-02-03 18:00:00,1534.0373333333334,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG06,2024-02-03 18:00:00,1470.9226666666666,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG07,2024-02-03 18:00:00,1705.0133333333333,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG08,2024-02-03 18:00:00,1685.2479999999998,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG09,2024-02-03 18:00:00,1550.6773333333333,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG10,2024-02-03 18:00:00,1524.5866666666668,5.54,58.2,7.65,26.36,85.76,101.06,0.0
WTG01,2024-02-03 19:00:00,1510.688,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG02,2024-02-03 19:00:00,1410.7946666666667,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG03,2024-02-03 19:00:00,-1.728,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG04,2024-02-03 19:00:00,1289.9733333333334,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG05,2024-02-03 19:00:00,998.0373333333333,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG06,2024-02-03 19:00:00,1205.9413333333334,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG07,2024-02-03 19:00:00,1202.8373333333332,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG08,2024-02-03 19:00:00,1152.9493333333332,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG09,2024-02-03 19:00:00,1249.1626666666668,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG10,2024-02-03 19:00:00,1172.4693333333335,5.34,58.6,7.44,26.06,87.15,101.16,0.0
WTG01,2024-02-03 20:00:00,1290.4426666666666,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG02,2024-02-03 20:00:00,1145.4506666666666,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG03,2024-02-03 20:00:00,-1.728,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG04,2024-02-03 20:00:00,1151.264,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG05,2024-02-03 20:00:00,1172.6293333333333,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG06,2024-02-03 20:00:00,1241.6533333333334,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG07,2024-02-03 20:00:00,920.2773333333333,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG08,2024-02-03 20:00:00,1167.8506666666667,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG09,2024-02-03 20:00:00,1285.6426666666666,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG10,2024-02-03 20:00:00,1111.0506666666668,5.07,58.3,7.18,25.82,87.79,101.24,0.0
WTG01,2024-02-03 21:00:00,1257.472,4.83,57.7,6.91,25.62,88.14,101.27,0.0
WTG02,2024-02-03 21:00:00,1193.312,4.83,57.7,6.91,25.62,88.14,101.27,0.0
WTG03,2024-02-03 21:00:00,-1.7706666666666668,4.83,57.7,6.91,25.62,88.14,101.27,0.0
WTG04,2024-02-03 21:00:00,1149.568,4.83,57.7,6.91,25.62,88.14,101.27,0.0
WTG05,2024-02-03 21:00:00,1106.1546666666666,4.83,57.7,6.91,25.62,88.14,101.27,0.0
WTG06,2024-02-03 21:00:00,1159.68,4.83,57.7,6.91,25.62,88.14,101.27,0.0
